aqi,aqi_last,tmp,tmp_last,v850,v850_last,t925,t925_last,p,p_last,t750,t750_last,v750,v750_last,v500,v500_last,u850,u850_last,u925,u925_last,u750,u750_last,u,u_last,t500,t500_last,v,v_last,v925,v925_last,t995,t995_last,rh,rh_last,u500,u500_last,t850,t850_last,season_fall,season_spring,season_summer,season_winter,t_diff,t_diff_last
34.0,20.0,2.24069213867,6.33459472656,-5.0530834198,-0.211457520723,-13.603363037100001,-11.6033935547,103033.265625,102791.53125,-27.049987793000003,-24.7499847412,-3.2790620327,2.16553211212,-4.6534485817,6.9801454544100014,18.413757324200002,20.1235618591,11.2585420609,12.900096893299999,27.382543563800002,27.9443473816,-1.15596675873,-1.172275424,-55.1682739258,-55.7499847412,-2.5221045017200003,-4.00202608109,-4.82144498825,-4.13668441772,1.82537841797,6.72225952148,12.699999809300001,16.5,49.3219413757,44.3071708679,-19.9005737305,-16.0968933105,1,0,0,0,0.41531372070000017,-0.38766479492000006
17.0,34.0,5.7589416503900015,2.24069213867,-6.54808568954,-5.0530834198,-12.950012207,-13.603363037100001,102937.085938,103033.265625,-26.2499847412,-27.049987793000003,-6.23057842255,-3.2790620327,-5.7968020439100005,-4.6534485817,17.8609466553,18.413757324200002,11.3245849609,11.2585420609,28.681060791,27.382543563800002,0.890971660614,-1.15596675873,-56.0500183105,-55.1682739258,-3.39433574677,-2.5221045017200003,-6.488063812259999,-4.82144498825,4.33538818359,1.82537841797,8.800000190730001,12.699999809300001,51.5999832153,49.3219413757,-19.1499938965,-19.9005737305,1,0,0,0,1.4235534668000014,0.41531372070000017
19.0,17.0,7.92999267578,5.7589416503900015,-7.54233121872,-6.54808568954,-11.75,-12.950012207,102611.851562,102937.085938,-24.8500213623,-26.2499847412,-7.959714412689999,-6.23057842255,-6.35343027115,-5.7968020439100005,17.8246574402,17.8609466553,10.4945163727,11.3245849609,31.249853134200002,28.681060791,1.72930908203,0.890971660614,-57.378112793,-56.0500183105,-1.89178216457,-3.39433574677,-8.327849388119999,-6.488063812259999,6.76998901367,4.33538818359,6.7000002861,8.800000190730001,51.388893127399996,51.5999832153,-18.0440826416,-19.1499938965,1,0,0,0,1.1600036621100003,1.4235534668000014
51.0,19.0,5.46997070312,7.92999267578,-7.66623783112,-7.54233121872,-10.75,-11.75,102495.226562,102611.851562,-23.0374450684,-24.8500213623,-8.92807102203,-7.959714412689999,-6.880621433260001,-6.35343027115,15.2825460434,17.8246574402,8.58461666107,10.4945163727,30.095287323,31.249853134200002,1.71439445019,1.72930908203,-58.7499847412,-57.378112793,2.29430913925,-1.89178216457,-8.12655544281,-8.327849388119999,6.37002563477,6.76998901367,9.4000005722,6.7000002861,46.3344421387,51.388893127399996,-16.9113769531,-18.0440826416,1,0,0,0,-0.9000549316499997,1.1600036621100003
59.0,51.0,2.99063110352,5.46997070312,-1.78819084167,-7.66623783112,-10.7497558594,-10.75,102432.96875,102495.226562,-22.1499938965,-23.0374450684,-1.88867676258,-8.92807102203,1.07933354378,-6.880621433260001,12.8940963745,15.2825460434,7.95779752731,8.58461666107,20.469877243,30.095287323,1.63273918629,1.71439445019,-58.449996948199995,-58.7499847412,0.8130395412450001,2.29430913925,-0.970712840557,-8.12655544281,4.10000610352,6.37002563477,15.300000190699999,9.4000005722,45.2023620605,46.3344421387,-15.350006103499998,-16.9113769531,1,0,0,0,-1.109375,-0.9000549316499997
94.0,59.0,3.69625854492,2.99063110352,3.31691408157,-1.78819084167,-13.2888183594,-10.7497558594,102302.328125,102432.96875,-26.1499938965,-22.1499938965,8.49425792694,-1.88867676258,7.630218505860001,1.07933354378,16.2203063965,12.8940963745,9.04681110382,7.95779752731,21.2805213928,20.469877243,1.3764086961700002,1.63273918629,-53.3500213623,-58.449996948199995,1.31460690498,0.8130395412450001,0.08447509258989999,-0.970712840557,3.31317138672,4.10000610352,14.699999809300001,15.300000190699999,39.9758872986,45.2023620605,-18.075088501,-15.350006103499998,1,0,0,0,0.38308715819999994,-1.109375
60.0,94.0,7.751953125,3.69625854492,-1.48545897007,3.31691408157,-12.75,-13.2888183594,102140.625,102302.328125,-26.8500213623,-26.1499938965,-0.31175780296300004,8.49425792694,1.55053710938,7.630218505860001,15.014103889500001,16.2203063965,10.172665596,9.04681110382,18.741979599,21.2805213928,2.34627437592,1.3764086961700002,-53.0500183105,-53.3500213623,1.42745602131,1.31460690498,-0.8402953743930001,0.08447509258989999,6.5299987793,3.31317138672,13.0,14.699999809300001,47.3654403687,39.9758872986,-18.226257324200002,-18.075088501,1,0,0,0,1.2219543457000004,0.38308715819999994
74.0,60.0,10.570007324199999,7.751953125,-4.03766345978,-1.48545897007,-11.549987793,-12.75,101920.703125,102140.625,-26.1500091553,-26.8500213623,-3.02497553825,-0.31175780296300004,2.5215575695,1.55053710938,15.6997680664,15.014103889500001,11.514611244200001,10.172665596,18.094150543199998,18.741979599,1.70605707169,2.34627437592,-54.0500183105,-53.0500183105,1.7524071931799998,1.42745602131,-3.86909914017,-0.8402953743930001,9.46170043945,6.5299987793,11.100000381500001,13.0,63.219287872299994,47.3654403687,-17.549987793,-18.226257324200002,1,0,0,0,1.1083068847499984,1.2219543457000004
73.0,74.0,8.28234863281,10.570007324199999,-3.32417964935,-4.03766345978,-11.25,-11.549987793,101818.203125,101920.703125,-26.3499908447,-26.1500091553,1.0156298875799998,-3.02497553825,8.25440692902,2.5215575695,15.761096000699997,15.6997680664,12.8707685471,11.514611244200001,19.450220108,18.094150543199998,0.653894007206,1.70605707169,-56.14999389649999,-54.0500183105,2.29687976837,1.7524071931799998,-8.08865737915,-3.86909914017,9.72659301758,9.46170043945,17.5,11.100000381500001,68.33541107180001,63.219287872299994,-16.169311523399998,-17.549987793,1,0,0,0,-1.4442443847700002,1.1083068847499984
84.0,73.0,6.92880249023,8.28234863281,-2.05642819405,-3.32417964935,-11.950012207,-11.25,101883.492188,101818.203125,-26.90965271,-26.3499908447,-0.519208967686,1.0156298875799998,7.648578166960001,8.25440692902,16.1886196136,15.761096000699997,11.728922843900001,12.8707685471,22.8352928162,19.450220108,2.21134018898,0.653894007206,-56.8499908447,-56.14999389649999,2.6949584484099995,2.29687976837,-7.0507273674,-8.08865737915,7.97207641602,9.72659301758,33.1000022888,17.5,60.4000854492,68.33541107180001,-17.049987793,-16.169311523399998,1,0,0,0,-1.0432739257900003,-1.4442443847700002
118.0,84.0,5.45742797852,6.92880249023,-1.76938962936,-2.05642819405,-11.428436279300001,-11.950012207,101913.679688,101883.492188,-27.6500091553,-26.90965271,-0.42911618948,-0.519208967686,3.29989027977,7.648578166960001,17.0679626465,16.1886196136,11.0399847031,11.728922843900001,24.0825767517,22.8352928162,1.29374015331,2.21134018898,-57.049987793,-56.8499908447,1.68380117416,2.6949584484099995,-6.57417964935,-7.0507273674,6.4978942871099985,7.97207641602,41.7000007629,33.1000022888,60.643962860100004,60.4000854492,-17.7256774902,-17.049987793,1,0,0,0,-1.0404663085899983,-1.0432739257900003
120.0,118.0,3.7707824707,5.45742797852,1.39454102516,-1.76938962936,-12.049987793,-11.428436279300001,101900.976562,101913.679688,-27.597473144499997,-27.6500091553,0.9000121951100001,-0.42911618948,7.1999025344800005,3.29989027977,20.9438381195,17.0679626465,13.2721748352,11.0399847031,29.4803504944,24.0825767517,0.155620113015,1.29374015331,-56.3499908447,-57.049987793,0.0796655267477,1.68380117416,-2.77490949631,-6.57417964935,5.50997924805,6.4978942871099985,43.7999992371,41.7000007629,67.0243759155,60.643962860100004,-18.8291473389,-17.7256774902,1,0,0,0,-1.7391967773499997,-1.0404663085899983
94.0,120.0,2.57501220703,3.7707824707,1.36578118801,1.39454102516,-13.050018310499999,-12.049987793,101879.609375,101900.976562,-28.2512054443,-27.597473144499997,0.5467651486399999,0.9000121951100001,19.7015628815,7.1999025344800005,21.7002506256,20.9438381195,13.276051521300001,13.2721748352,30.106592178299998,29.4803504944,-0.788369119167,0.155620113015,-55.049987793,-56.3499908447,-1.01235842705,0.0796655267477,-0.76825684309,-2.77490949631,4.19314575195,5.50997924805,41.4000015259,43.7999992371,65.06224823,67.0243759155,-19.215713501,-18.8291473389,1,0,0,0,-1.6181335449200005,-1.7391967773499997
84.0,94.0,2.98742675781,2.57501220703,-0.106142573059,1.36578118801,-13.6965942383,-13.050018310499999,101918.476562,101879.609375,-29.3425140381,-28.2512054443,1.72684943676,0.5467651486399999,15.726813316300001,19.7015628815,21.9305114746,21.7002506256,12.868657112100001,13.276051521300001,30.683668136599998,30.106592178299998,-0.554230928421,-0.788369119167,-53.049987793,-55.049987793,-1.23956298828,-1.01235842705,-1.6344383955,-0.76825684309,3.67611694336,4.19314575195,31.3999996185,41.4000015259,50.400058746300004,65.06224823,-19.6499938965,-19.215713501,1,0,0,0,-0.6886901855499996,-1.6181335449200005
55.0,84.0,10.8446044922,2.98742675781,-2.15554690361,-0.106142573059,-14.75,-13.6965942383,101904.492188,101918.476562,-29.6440582275,-29.3425140381,1.5000244378999998,1.72684943676,10.2999753952,15.726813316300001,21.905513763400002,21.9305114746,13.1725873947,12.868657112100001,29.1345157623,30.683668136599998,4.463918209080001,-0.554230928421,-52.6352996826,-53.049987793,-5.77825927734,-1.23956298828,-2.69826173782,-1.6344383955,9.24920654297,3.67611694336,11.199999809300001,31.3999996185,45.9761199951,50.400058746300004,-20.3827362061,-19.6499938965,1,0,0,0,1.5953979492299997,-0.6886901855499996
52.0,55.0,11.675384521500002,10.8446044922,-5.536396503450002,-2.15554690361,-15.143035888699998,-14.75,101809.554688,101904.492188,-29.3500213623,-29.6440582275,-2.5008301734900003,1.5000244378999998,1.89997565746,10.2999753952,21.3124752045,21.905513763400002,14.532382011400001,13.1725873947,26.499694824200002,29.1345157623,3.80144762993,4.463918209080001,-52.5500183105,-52.6352996826,-3.95099592209,-5.77825927734,-5.321828365330001,-2.69826173782,10.4645996094,9.24920654297,10.4000005722,11.199999809300001,43.4755630493,45.9761199951,-20.8500213623,-20.3827362061,1,0,0,0,1.2107849121000012,1.5953979492299997
66.0,52.0,8.10122680664,11.675384521500002,-11.0850582123,-5.536396503450002,-15.8499755859,-15.143035888699998,101743.984375,101809.554688,-27.049987793000003,-29.3500213623,-11.4850730896,-2.5008301734900003,-3.5999877452900004,1.89997565746,18.5667762756,21.3124752045,12.527655601500001,14.532382011400001,22.1150455475,26.499694824200002,0.452399879694,3.80144762993,-55.7499847412,-52.5500183105,-1.2481982708,-3.95099592209,-5.16392087936,-5.321828365330001,10.106628418,10.4645996094,13.9000005722,10.4000005722,38.8573722839,43.4755630493,-20.049987793,-20.8500213623,1,0,0,0,-2.00540161136,1.2107849121000012
77.0,66.0,6.07922363281,8.10122680664,-8.31624984741,-11.0850582123,-15.350006103499998,-15.8499755859,101871.296875,101743.984375,-26.1499938965,-27.049987793000003,-8.830981254580001,-11.4850730896,0.0,-3.5999877452900004,14.713576316800001,18.5667762756,9.59344959259,12.527655601500001,19.212305069,22.1150455475,0.0442626960576,0.452399879694,-56.0500183105,-55.7499847412,-1.45658445358,-1.2481982708,-4.3847117424,-5.16392087936,8.12118530273,10.106628418,15.800000190699999,13.9000005722,38.2172660828,38.8573722839,-18.4499969482,-20.049987793,1,0,0,0,-2.04196166992,-2.00540161136
58.0,77.0,4.26998901367,6.07922363281,-3.71560287476,-8.31624984741,-14.75,-15.350006103499998,101983.648438,101871.296875,-26.2499847412,-26.1499938965,-3.2059276104000003,-8.830981254580001,5.15363168716,0.0,14.6577587128,14.713576316800001,9.13490962982,9.59344959259,20.4780921936,19.212305069,-0.197985842824,0.0442626960576,-56.14999389649999,-56.0500183105,-0.08719726651910001,-1.45658445358,-2.94520735741,-4.3847117424,6.8310546875,8.12118530273,20.5135803223,15.800000190699999,39.100189209,38.2172660828,-17.7783050537,-18.4499969482,1,0,0,0,-2.56106567383,-2.04196166992
62.0,58.0,3.23690795898,4.26998901367,-1.0458227396,-3.71560287476,-14.049987793,-14.75,102050.5625,101983.648438,-26.818862915,-26.2499847412,0.193330079317,-3.2059276104000003,4.799939155580001,5.15363168716,16.7568130493,14.6577587128,10.982871055599999,9.13490962982,21.5885753632,20.4780921936,-0.398217767477,-0.197985842824,-56.64999389649999,-56.14999389649999,-0.986669898033,-0.08719726651910001,-2.17256832123,-2.94520735741,5.55764770508,6.8310546875,23.3999996185,20.5135803223,37.5503044128,39.100189209,-18.6837005615,-17.7783050537,1,0,0,0,-2.3207397461,-2.56106567383
56.0,62.0,1.95297241211,3.23690795898,-1.1835912466,-1.0458227396,-14.350006103499998,-14.049987793,102011.75,102050.5625,-27.222473144499997,-26.818862915,1.02041995525,0.193330079317,1.22847902775,4.799939155580001,17.3858776093,16.7568130493,12.826989173900001,10.982871055599999,21.941488266,21.5885753632,-2.06678938866,-0.398217767477,-56.0500183105,-56.64999389649999,-0.5078710913660001,-0.986669898033,-2.06080317497,-2.17256832123,3.48001098633,5.55764770508,28.1000003815,23.3999996185,37.8815078735,37.5503044128,-19.4900512695,-18.6837005615,1,0,0,0,-1.52703857422,-2.3207397461
74.0,56.0,1.76119995117,1.95297241211,-0.29002195596700003,-1.1835912466,-14.3499755859,-14.350006103499998,102066.429688,102011.75,-28.1476898193,-27.222473144499997,0.8320947289470001,1.02041995525,-0.696520984173,1.22847902775,17.8570156097,17.3858776093,12.4357366562,12.826989173900001,22.434223175,21.941488266,-1.70203363895,-2.06678938866,-55.3499908447,-56.0500183105,-0.492651343346,-0.5078710913660001,-0.0604345686734,-2.06080317497,2.19848632812,3.48001098633,31.6700592041,28.1000003815,39.6048316956,37.8815078735,-20.201843261700002,-19.4900512695,1,0,0,0,-0.43728637694999994,-1.52703857422
61.0,74.0,7.31805419922,1.76119995117,0.132258296013,-0.29002195596700003,-13.4378662109,-14.3499755859,101923.210938,102066.429688,-28.449996948200003,-28.1476898193,-2.46973133087,0.8320947289470001,-1.49996340275,-0.696520984173,18.74974823,17.8570156097,12.667516708399999,12.4357366562,25.6705188751,22.434223175,-1.0814160108600002,-1.70203363895,-55.028869628900004,-55.3499908447,0.970009744167,-0.492651343346,0.825104951859,-0.0604345686734,6.01150512695,2.19848632812,24.3999996185,31.6700592041,41.3808555603,39.6048316956,-20.445373535199998,-20.201843261700002,1,0,0,0,1.3065490722699993,-0.43728637694999994
102.0,61.0,10.5044250488,7.31805419922,-3.17236804962,0.132258296013,-12.6500244141,-13.4378662109,101662.695312,101923.210938,-28.449996948200003,-28.449996948200003,-5.65451145172,-2.46973133087,-3.90003657341,-1.49996340275,19.164733886700002,18.74974823,12.9026660919,12.667516708399999,28.2980976105,25.6705188751,1.5361377000799998,-1.0814160108600002,-55.5213317871,-55.028869628900004,2.10578370094,0.970009744167,0.842116653919,0.825104951859,9.37594604492,6.01150512695,17.8999996185,24.3999996185,43.430057525600006,41.3808555603,-20.3500213623,-20.445373535199998,1,0,0,0,1.1284790038800008,1.3065490722699993
130.0,102.0,7.73770141602,10.5044250488,-8.65228271484,-3.17236804962,-12.75,-12.6500244141,101580.679688,101662.695312,-28.2499847412,-28.449996948200003,-6.7236275672899986,-5.65451145172,-3.38791513443,-3.90003657341,21.6373100281,19.164733886700002,13.939064979600001,12.9026660919,27.7039489746,28.2980976105,1.4192211628,1.5361377000799998,-56.449996948199995,-55.5213317871,-0.015927733853500003,2.10578370094,-2.92015624046,0.842116653919,9.45880126953,9.37594604492,20.7000007629,17.8999996185,43.228225708000004,43.430057525600006,-19.3095397949,-20.3500213623,1,0,0,0,-1.7210998535099993,1.1284790038800008
127.0,130.0,5.58032226562,7.73770141602,-6.540517330169999,-8.65228271484,-12.241058349600001,-12.75,101578.539062,101580.679688,-28.3499908447,-28.2499847412,-6.6757321357700015,-6.7236275672899986,-1.7998230457299995,-3.38791513443,20.1394500732,21.6373100281,15.309916496300001,13.939064979600001,28.936374664299997,27.7039489746,-0.470251441002,1.4192211628,-56.49949646,-56.449996948199995,-0.445046365261,-0.015927733853500003,-3.82497310638,-2.92015624046,7.83047485352,9.45880126953,22.5,20.7000007629,45.6019439697,43.228225708000004,-19.549987793,-19.3095397949,1,0,0,0,-2.2501525878999997,-1.7210998535099993
73.0,127.0,4.29162597656,5.58032226562,-3.64972162247,-6.540517330169999,-11.75,-12.241058349600001,101681.289062,101578.539062,-28.5491790771,-28.3499908447,-4.713154315950001,-6.6757321357700015,-1.88952636719,-1.7998230457299995,19.3648529053,20.1394500732,12.5838422775,15.309916496300001,29.4461364746,28.936374664299997,-0.622038543224,-0.470251441002,-57.549987793,-56.49949646,-1.50448000431,-0.445046365261,-0.619985342026,-3.82497310638,5.97155761719,7.83047485352,26.7000007629,22.5,49.901374816899995,45.6019439697,-19.657699585,-19.549987793,1,0,0,0,-1.6799316406300004,-2.2501525878999997
65.0,73.0,3.13146972656,4.29162597656,-2.23855209351,-3.64972162247,-11.550018310499999,-11.75,101682.90625,101681.289062,-28.449996948200003,-28.5491790771,-5.72478485107,-4.713154315950001,-1.58004760742,-1.88952636719,20.5206317902,19.3648529053,13.948514938399999,12.5838422775,32.117351532,29.4461364746,-0.768310546875,-0.622038543224,-58.2348480225,-57.549987793,-1.94635987282,-1.50448000431,0.0721630826592,-0.619985342026,4.53573608398,5.97155761719,30.3000011444,26.7000007629,50.3027458191,49.901374816899995,-19.6010437012,-19.657699585,1,0,0,0,-1.4042663574199996,-1.6799316406300004
88.0,65.0,2.00207519531,3.13146972656,-4.1574215889,-2.23855209351,-12.149993896500002,-11.550018310499999,101821.375,101682.90625,-28.348602294899997,-28.449996948200003,-6.520605087280001,-5.72478485107,-2.39367675781,-1.58004760742,24.0094680786,20.5206317902,13.6221237183,13.948514938399999,38.1713218689,32.117351532,-0.785036623478,-0.768310546875,-58.2427215576,-58.2348480225,-1.45386230946,-1.94635987282,-1.24265134335,0.0721630826592,3.57321166992,4.53573608398,35.2000007629,30.3000011444,50.9009780884,50.3027458191,-19.542098999,-19.6010437012,1,0,0,0,-1.5711364746099998,-1.4042663574199996
87.0,88.0,2.82369995117,2.00207519531,-2.12493658066,-4.1574215889,-12.75,-12.149993896500002,101915.46875,101821.375,-28.5500183105,-28.348602294899997,-0.545766592026,-6.520605087280001,-2.4920899868,-2.39367675781,27.9697437286,24.0094680786,14.8865861893,13.6221237183,38.7636909485,38.1713218689,-0.950554192066,-0.785036623478,-58.020767211899994,-58.2427215576,-1.91567373276,-1.45386230946,-1.84251701832,-1.24265134335,3.46908569336,3.57321166992,34.5,35.2000007629,53.6246109009,50.9009780884,-19.2683563232,-19.542098999,1,0,0,0,-0.6453857421899998,-1.5711364746099998
64.0,87.0,9.11999511719,2.82369995117,-1.71523678303,-2.12493658066,-12.75,-12.75,102021.726562,101915.46875,-28.450012206999997,-28.5500183105,-3.35870361328,-0.545766592026,0.908270299435,-2.4920899868,28.110134124800002,27.9697437286,15.2744140625,14.8865861893,39.4656105042,38.7636909485,-1.45224845409,-0.950554192066,-57.449996948199995,-58.020767211899994,-5.23013162613,-1.91567373276,-1.88638174534,-1.84251701832,7.65371704102,3.46908569336,19.1000003815,34.5,56.314785003699996,53.6246109009,-19.3500213623,-19.2683563232,1,0,0,0,1.4662780761699992,-0.6453857421899998
58.0,64.0,10.660461425800001,9.11999511719,-3.4004368782,-1.71523678303,-12.7535400391,-12.75,101990.648438,102021.726562,-28.549987793000003,-28.450012206999997,-0.676899373531,-3.35870361328,3.0000367164599995,0.908270299435,29.9857521057,28.110134124800002,18.758213043199998,15.2744140625,37.8296165466,39.4656105042,-1.65914297104,-1.45224845409,-57.549987793,-57.449996948199995,-4.00359630585,-5.23013162613,-3.1280272007,-1.88638174534,9.5852355957,7.65371704102,15.9000005722,19.1000003815,56.801357269300006,56.314785003699996,-19.088806152300002,-19.3500213623,1,0,0,0,1.0752258301000008,1.4662780761699992
66.0,58.0,8.00036621094,10.660461425800001,-2.56400871277,-3.4004368782,-13.75,-12.7535400391,102003.328125,101990.648438,-28.737976074200002,-28.549987793000003,1.6524462699899998,-0.676899373531,2.69998788834,3.0000367164599995,27.173696517899998,29.9857521057,16.1750488281,18.758213043199998,32.9555931091,37.8296165466,-1.98736083508,-1.65914297104,-56.8475036621,-57.549987793,1.59060788155,-4.00359630585,-3.0209007263200003,-3.1280272007,9.11038208008,9.5852355957,20.7000007629,15.9000005722,53.983112335200005,56.801357269300006,-19.5008239746,-19.088806152300002,1,0,0,0,-1.1100158691400015,1.0752258301000008
64.0,66.0,6.35000610352,8.00036621094,-1.15854728222,-2.56400871277,-15.274383544900001,-13.75,102167.203125,102003.328125,-29.4363861084,-28.737976074200002,3.27382326126,1.6524462699899998,5.2999329567,2.69998788834,25.6838722229,27.173696517899998,12.3385448456,16.1750488281,31.258398056,32.9555931091,-0.84394043684,-1.98736083508,-56.38339233399999,-56.8475036621,0.406010746956,1.59060788155,-2.41274166107,-3.0209007263200003,7.62734985352,9.11038208008,25.3999996185,20.7000007629,51.676280975299996,53.983112335200005,-20.3448638916,-19.5008239746,1,0,0,0,-1.27734375,-1.1100158691400015
52.0,64.0,5.319000244140001,6.35000610352,-1.13864505291,-1.15854728222,-15.949981689500001,-15.274383544900001,102313.5625,102167.203125,-30.0977478027,-29.4363861084,1.16567385197,3.27382326126,8.59997558594,5.2999329567,24.8043575287,25.6838722229,12.298962593099999,12.3385448456,32.951625824000004,31.258398056,-0.674030721188,-0.84394043684,-56.5194244385,-56.38339233399999,-1.59485840797,0.406010746956,-1.10677242279,-2.41274166107,6.41680908203,7.62734985352,26.1000003815,25.3999996185,47.9407234192,51.676280975299996,-21.347885131800002,-20.3448638916,1,0,0,0,-1.0978088378899997,-1.27734375
82.0,52.0,3.1291503906200004,5.319000244140001,0.7475000023839999,-1.13864505291,-17.1499938965,-15.949981689500001,102431.023438,102313.5625,-30.549987793000003,-30.0977478027,5.35592746735,1.16567385197,11.2999753952,8.59997558594,24.680620193499998,24.8043575287,11.5466938019,12.298962593099999,32.544116973899996,32.951625824000004,-2.07260489464,-0.674030721188,-55.14999389649999,-56.5194244385,-1.89759278297,-1.59485840797,0.61544919014,-1.10677242279,4.07168579102,6.41680908203,35.6000022888,26.1000003815,45.251068115200006,47.9407234192,-22.614791870100003,-21.347885131800002,1,0,0,0,-0.9425354003999997,-1.0978088378899997
63.0,82.0,1.3724365234399998,3.1291503906200004,1.63467037678,0.7475000023839999,-17.8500213623,-17.1499938965,102536.804688,102431.023438,-32.049987793,-30.549987793000003,4.16616678238,5.35592746735,9.5025396347,11.2999753952,22.7521438599,24.680620193499998,11.7463817596,11.5466938019,30.8555736542,32.544116973899996,-1.95781731606,-2.07260489464,-54.049987793,-55.14999389649999,-0.8182055354119999,-1.89759278297,0.7545288205149999,0.61544919014,2.27206420898,4.07168579102,54.5,35.6000022888,43.207088470500004,45.251068115200006,-24.512619018600002,-22.614791870100003,1,0,0,0,-0.89962768554,-0.9425354003999997
25.0,63.0,1.44662475586,1.3724365234399998,-1.05678713322,1.63467037678,-18.6499938965,-17.8500213623,102582.367188,102536.804688,-33.1499938965,-32.049987793,-0.379999995232,4.16616678238,5.236828804019999,9.5025396347,17.6549015045,22.7521438599,10.7164716721,11.7463817596,22.2818889618,30.8555736542,-1.08164548874,-1.95781731606,-52.630065918,-54.049987793,-0.8346948027609999,-0.8182055354119999,-1.41625487804,0.7545288205149999,1.78536987305,2.27206420898,47.4000015259,54.5,42.404239654499996,43.207088470500004,-25.327041626,-24.512619018600002,1,0,0,0,-0.33874511719,-0.89962768554
17.0,25.0,6.23001098633,1.44662475586,-2.87909412384,-1.05678713322,-18.450012207,-18.6499938965,102590.601562,102582.367188,-32.7499847412,-33.1499938965,-4.75398445129,-0.379999995232,-2.99663090706,5.236828804019999,16.696269989,17.6549015045,12.838537216199999,10.7164716721,21.4158058167,22.2818889618,0.886459946632,-1.08164548874,-52.8499908447,-52.630065918,-3.68616938591,-0.8346948027609999,-4.40652322769,-1.41625487804,4.75100708008,1.78536987305,14.199999809300001,47.4000015259,39.6999778748,42.404239654499996,-24.815612793000003,-25.327041626,1,0,0,0,1.47900390625,-0.33874511719
20.0,17.0,7.95477294922,6.23001098633,-7.49481916428,-2.87909412384,-17.9441833496,-18.450012207,102303.015625,102590.601562,-30.6499938965,-32.7499847412,-10.631811142,-4.75398445129,-8.9000120163,-2.99663090706,17.7683124542,16.696269989,14.7331933975,12.838537216199999,23.065580368000003,21.4158058167,2.30851793289,0.886459946632,-55.5475311279,-52.8499908447,-0.35360839963,-3.68616938591,-7.24298810959,-4.40652322769,6.84225463867,4.75100708008,11.800000190699999,14.199999809300001,44.7134056091,39.6999778748,-22.4662017822,-24.815612793000003,1,0,0,0,1.1125183105499996,1.47900390625
51.0,20.0,5.40130615234,7.95477294922,-11.6135149002,-7.49481916428,-18.1110687256,-17.9441833496,102234.25,102303.015625,-30.0500183105,-30.6499938965,-12.2921333313,-10.631811142,-1.70004272461,-8.9000120163,19.233251571700002,17.7683124542,14.4379167557,14.7331933975,23.850368499800002,23.065580368000003,0.469006329775,2.30851793289,-57.0426177979,-55.5475311279,2.38142561913,-0.35360839963,-9.35488796234,-7.24298810959,6.42498779297,6.84225463867,22.8999996185,11.800000190699999,41.6611976624,44.7134056091,-21.730758666999996,-22.4662017822,1,0,0,0,-1.0236816406299996,1.1125183105499996
54.0,51.0,3.83126831055,5.40130615234,-10.1319580078,-11.6135149002,-17.580291748,-18.1110687256,102316.117188,102234.25,-30.5173187256,-30.0500183105,-11.386894226099999,-12.2921333313,-3.60001826286,-1.70004272461,19.913698196400002,19.233251571700002,12.664352417,14.4379167557,25.8451042175,23.850368499800002,1.03255856037,0.469006329775,-56.783706665,-57.0426177979,1.94022703171,2.38142561913,-8.23659133911,-9.35488796234,5.16680908203,6.42498779297,31.8000011444,22.8999996185,37.711200714099995,41.6611976624,-22.2553863525,-21.730758666999996,1,0,0,0,-1.3355407714800003,-1.0236816406299996
64.0,54.0,2.47512817383,3.83126831055,-11.375065803499998,-10.1319580078,-18.049987793,-17.580291748,102440.617188,102316.117188,-30.7499847412,-30.5173187256,-11.1648187637,-11.386894226099999,-7.31997060776,-3.60001826286,19.943096160899998,19.913698196400002,12.7602710724,12.664352417,24.9078121185,25.8451042175,0.905708014965,1.03255856037,-57.3499908447,-56.783706665,0.041166990995400006,1.94022703171,-9.11164569855,-8.23659133911,4.34722900391,5.16680908203,39.9000015259,31.8000011444,36.2795791626,37.711200714099995,-22.549987793000003,-22.2553863525,1,0,0,0,-1.87210083008,-1.3355407714800003
147.0,64.0,0.577362060547,2.47512817383,-2.62581300735,-11.375065803499998,-10.001159668,-18.049987793,102106.585938,102440.617188,-25.8499908447,-30.7499847412,-6.55055427551,-11.1648187637,-13.0615663528,-7.31997060776,22.741361618000003,19.943096160899998,17.249109268199998,12.7602710724,26.5113048553,24.9078121185,-1.77773427963,0.905708014965,-57.2500152588,-57.3499908447,-0.205158680677,0.041166990995400006,-2.20801258087,-9.11164569855,0.779235839844,4.34722900391,20.2000007629,39.9000015259,37.2999458313,36.2795791626,-17.3695678711,-22.549987793000003,1,0,0,0,-0.201873779297,-1.87210083008
104.0,147.0,5.08895874023,0.577362060547,-4.76386928558,-2.62581300735,-9.85998535156,-10.001159668,102056.640625,102106.585938,-25.7499847412,-25.8499908447,-6.778828144069999,-6.55055427551,-14.5709905624,-13.0615663528,22.2406902313,22.741361618000003,15.698159217799999,17.249109268199998,25.538394928000002,26.5113048553,-1.80695068836,-1.77773427963,-56.949996948199995,-57.2500152588,-1.71741938591,-0.205158680677,-3.2779686451,-2.20801258087,3.93539428711,0.779235839844,16.6000003815,20.2000007629,42.6177635193,37.2999458313,-16.4499816895,-17.3695678711,1,0,0,0,1.15356445312,-0.201873779297
