aqi,aqi_last,tmp,tmp_last,v850,v850_last,t925,t925_last,p,p_last,t750,t750_last,v750,v750_last,v500,v500_last,u850,u850_last,u925,u925_last,u750,u750_last,u,u_last,t500,t500_last,v,v_last,v925,v925_last,t995,t995_last,rh,rh_last,u500,u500_last,t850,t850_last,season_fall,season_spring,season_summer,season_winter,t_diff,t_diff_last
28.0,28.0,2.1099900000000003,-0.649994,-21.84,-21.19,-18.65,-18.65,102099.0,102270.0,-28.05,-28.85,-25.76,-24.69,-14.0,-16.2,16.09,18.03,5.74,8.77,24.5,27.0,1.99,2.53,-50.55,-51.15,-5.37,-6.23,-14.46,-17.8,1.10999,-1.7699900000000002,12.1,17.8,49.2,49.7,-21.65,-22.45,0,0,0,1,1.0000000000000002,1.1199960000000002
32.0,28.0,-1.89001,2.1099900000000003,-22.76,-21.84,-17.75,-18.65,102161.0,102099.0,-27.95,-28.05,-26.32,-25.76,-13.3,-14.0,16.17,16.09,7.21,5.74,23.2,24.5,0.2,1.99,-50.15,-50.55,-3.44,-5.37,-15.04,-14.46,-0.529999,1.10999,17.0,12.1,46.9,49.2,-20.95,-21.65,0,0,0,1,-1.360011,1.0000000000000002
42.0,32.0,-4.54001,-1.89001,-21.75,-22.76,-16.85,-17.75,102309.0,102161.0,-27.95,-27.95,-24.95,-26.32,-12.5,-13.3,15.01,16.17,7.14,7.21,22.09,23.2,-0.26,0.2,-50.05,-50.15,-3.62,-3.44,-14.75,-15.04,-3.67999,-0.529999,22.0,17.0,45.7,46.9,-20.55,-20.95,0,0,0,1,-0.8600199999999996,-1.360011
24.0,42.0,-5.89999,-4.54001,-19.62,-21.75,-16.55,-16.85,102521.0,102309.0,-28.05,-27.95,-23.58,-24.95,-11.2,-12.5,14.19,15.01,5.97,7.14,21.21,22.09,-0.95,-0.26,-49.85,-50.05,-3.27,-3.62,-12.58,-14.75,-5.39999,-3.67999,26.2,22.0,45.4,45.7,-20.45,-20.55,0,0,0,1,-0.5,-0.8600199999999996
33.0,24.0,-7.049989999999998,-5.89999,-18.67,-19.62,-16.55,-16.55,102614.0,102521.0,-28.15,-28.05,-23.67,-23.58,-9.5,-11.2,13.17,14.19,4.85,5.97,19.59,21.21,-0.72,-0.95,-49.45,-49.85,-3.25,-3.27,-8.7,-12.58,-6.63,-5.39999,28.7,26.2,45.0,45.4,-20.45,-20.45,0,0,0,1,-0.41998999999999853,-0.5
21.0,33.0,-8.10999,-7.049989999999998,-17.27,-18.67,-16.25,-16.55,102688.0,102614.0,-28.55,-28.15,-21.15,-23.67,-7.9,-9.5,13.86,13.17,8.02,4.85,18.49,19.59,-0.95,-0.72,-49.35,-49.45,-2.96,-3.25,-7.85,-8.7,-7.549989999999998,-6.63,28.0,28.7,45.8,45.0,-20.05,-20.45,0,0,0,1,-0.5600000000000014,-0.41998999999999853
29.0,21.0,-8.31,-8.10999,-15.58,-17.27,-15.55,-16.25,102853.0,102688.0,-28.85,-28.55,-18.58,-21.15,-7.2,-7.9,12.46,13.86,7.64,8.02,16.38,18.49,-1.11,-0.95,-50.25,-49.35,-3.39,-2.96,-8.79,-7.85,-8.03,-7.549989999999998,27.1,28.0,46.3,45.8,-19.65,-20.05,0,0,0,1,-0.28000000000000114,-0.5600000000000014
27.0,29.0,-3.01999,-8.31,-13.78,-15.58,-14.45,-15.55,102938.0,102853.0,-28.65,-28.85,-16.06,-18.58,-7.2,-7.2,12.59,12.46,8.43,7.64,16.56,16.38,-1.92,-1.11,-50.75,-50.25,-1.45,-3.39,-9.16,-8.79,-4.31,-8.03,18.7,27.1,43.2,46.3,-19.25,-19.65,0,0,0,1,1.2900099999999997,-0.28000000000000114
20.0,27.0,0.269989,-3.01999,-13.1,-13.78,-12.95,-14.45,102809.0,102938.0,-28.75,-28.65,-12.16,-16.06,-4.3,-7.2,12.38,12.59,9.11,8.43,16.0,16.56,-1.79,-1.92,-51.55,-50.75,0.17,-1.45,-9.78,-9.16,-0.709991,-4.31,16.3,18.7,39.1,43.2,-18.35,-19.25,0,0,0,1,0.9799800000000001,1.2900099999999997
41.0,20.0,-3.70999,0.269989,-11.78,-13.1,-12.55,-12.95,102865.0,102809.0,-29.25,-28.75,-9.22,-12.16,-3.4,-4.3,11.47,12.38,8.53,9.11,14.7,16.0,-1.95,-1.79,-53.25,-51.55,-0.21,0.17,-9.74,-9.78,-1.32001,-0.709991,23.1,16.3,38.0,39.1,-18.15,-18.35,0,0,0,1,-2.38998,0.9799800000000001
67.0,41.0,-5.13,-3.70999,-8.05,-11.78,-12.75,-12.55,103087.0,102865.0,-29.75,-29.25,-5.7,-9.22,-3.3,-3.4,10.78,11.47,8.34,8.53,13.4,14.7,-2.87,-1.95,-54.65,-53.25,-0.16,-0.21,-8.06,-9.74,-3.92999,-1.32001,27.5,23.1,36.2,38.0,-18.45,-18.15,0,0,0,1,-1.2000099999999998,-2.38998
63.0,67.0,-6.38,-5.13,-3.86,-8.05,-12.95,-12.75,103192.0,103087.0,-30.25,-29.75,-4.0,-5.7,-4.3,-3.3,11.05,10.78,9.14,8.34,12.7,13.4,-2.6,-2.87,-55.05,-54.65,0.19,-0.16,-4.73,-8.06,-5.73001,-3.92999,52.2,27.5,34.8,36.2,-19.25,-18.45,0,0,0,1,-0.6499899999999998,-1.2000099999999998
55.0,63.0,-7.29001,-6.38,-4.33,-3.86,-13.25,-12.95,103227.0,103192.0,-30.85,-30.25,-4.9,-4.0,-6.5,-4.3,11.98,11.05,9.66,9.14,13.9,12.7,0.19,-2.6,-54.55,-55.05,1.56,0.19,-6.04,-4.73,-5.66,-5.73001,90.8,52.2,31.3,34.8,-20.05,-19.25,0,0,0,1,-1.6300099999999995,-0.6499899999999998
50.0,55.0,-8.19,-7.29001,-6.0,-4.33,-13.25,-13.25,103148.0,103227.0,-30.65,-30.85,-8.3,-4.9,-7.8,-6.5,12.24,11.98,9.74,9.66,15.7,13.9,0.16,0.19,-55.05,-54.55,1.26,1.56,-7.24,-6.04,-5.98001,-5.66,89.7,90.8,30.5,31.3,-20.35,-20.05,0,0,0,1,-2.2099899999999995,-1.6300099999999995
46.0,50.0,-7.0400100000000005,-8.19,-6.14,-6.0,-13.15,-13.25,103093.0,103148.0,-31.05,-30.65,-6.8,-8.3,-7.6,-7.8,11.99,12.24,9.52,9.74,16.4,15.7,-0.21,0.16,-55.95,-55.05,1.17,1.26,-6.44,-7.24,-5.87,-5.98001,82.1,89.7,33.2,30.5,-20.15,-20.35,0,0,0,1,-1.1700100000000004,-2.2099899999999995
51.0,46.0,-2.97,-7.0400100000000005,-4.53,-6.14,-13.05,-13.15,102961.0,103093.0,-30.55,-31.05,-6.6,-6.8,-6.8,-7.6,12.17,11.99,8.86,9.52,17.7,16.4,0.42,-0.21,-56.55,-55.95,1.7,1.17,-5.11,-6.44,-3.98999,-5.87,56.1,82.1,34.9,33.2,-20.35,-20.15,0,0,0,1,1.01999,-1.1700100000000004
63.0,51.0,-0.200012,-2.97,-6.39,-4.53,-12.75,-13.05,102607.0,102961.0,-29.65,-30.55,-8.4,-6.6,-6.0,-6.8,12.65,12.17,8.92,8.86,18.0,17.7,1.64,0.42,-56.75,-56.55,2.22,1.7,-4.89,-5.11,-1.37,-3.98999,41.8,56.1,35.5,34.9,-20.15,-20.35,0,0,0,1,1.169988,1.01999
82.0,63.0,-3.89001,-0.200012,-7.56,-6.39,-12.75,-12.75,102539.0,102607.0,-29.85,-29.65,-9.9,-8.4,-5.7,-6.0,10.77,12.65,6.5,8.92,17.09,18.0,0.74,1.64,-56.75,-56.75,1.11,2.22,-5.57,-4.89,-1.39999,-1.37,54.4,41.8,33.3,35.5,-19.95,-20.15,0,0,0,1,-2.4900200000000003,1.169988
79.0,82.0,-5.32001,-3.89001,-6.54,-7.56,-13.25,-12.75,102589.0,102539.0,-30.15,-29.85,-10.5,-9.9,-5.5,-5.7,8.13,10.77,5.71,6.5,11.83,17.09,-0.49,0.74,-57.15,-56.75,-1.29,1.11,-4.18,-5.57,-2.41,-1.39999,61.4,54.4,29.8,33.3,-20.25,-19.95,0,0,0,1,-2.9100099999999998,-2.4900200000000003
107.0,79.0,-5.35001,-5.32001,-4.02,-6.54,-13.55,-13.25,102621.0,102589.0,-30.45,-30.15,-5.32,-10.5,-6.2,-5.5,7.23,8.13,6.58,5.71,9.42,11.83,-2.09,-0.49,-57.05,-57.15,-1.45,-1.29,-1.89,-4.18,-4.32999,-2.41,62.0,61.4,27.5,29.8,-20.25,-20.25,0,0,0,1,-1.0200200000000006,-2.9100099999999998
102.0,107.0,-6.14999,-5.35001,-0.01,-4.02,-13.05,-13.55,102684.0,102621.0,-31.25,-30.45,-2.3,-5.32,-8.4,-6.2,8.5,7.23,7.69,6.58,11.85,9.42,-1.85,-2.09,-56.35,-57.05,-0.95,-1.45,0.95,-1.89,-5.01999,-4.32999,67.1,62.0,32.1,27.5,-20.15,-20.25,0,0,0,1,-1.13,-1.0200200000000006
90.0,102.0,-6.26001,-6.14999,4.04,-0.01,-13.05,-13.05,102649.0,102684.0,-31.45,-31.25,2.34,-2.3,-9.2,-8.4,13.1,8.5,9.28,7.69,17.5,11.85,-1.5,-1.85,-55.95,-56.35,-1.5,-0.95,1.56,0.95,-5.16,-5.01999,67.8,67.1,39.4,32.1,-20.45,-20.15,0,0,0,1,-1.1000100000000002,-1.13
102.0,90.0,-6.25,-6.26001,3.62,4.04,-14.55,-13.05,102773.0,102649.0,-32.45,-31.45,4.34,2.34,-9.0,-9.2,17.26,13.1,9.57,9.28,21.32,17.5,-1.47,-1.5,-56.15,-55.95,-0.72,-1.5,0.2,1.56,-4.94,-5.16,73.3,67.8,41.4,39.4,-21.65,-20.45,0,0,0,1,-1.3099999999999996,-1.1000100000000002
70.0,102.0,-1.56,-6.25,1.44,3.62,-15.25,-14.55,102829.0,102773.0,-32.05,-32.45,-2.25,4.34,-7.9,-9.0,18.96,17.26,11.82,9.57,23.34,21.32,-1.79,-1.47,-55.95,-56.15,-0.63,-0.72,0.11,0.2,-2.6499900000000003,-4.94,56.1,73.3,40.8,41.4,-22.75,-21.65,0,0,0,1,1.0899900000000002,-1.3099999999999996
97.0,70.0,0.970001,-1.56,-1.6,1.44,-15.35,-15.25,102598.0,102829.0,-31.15,-32.05,-4.42,-2.25,-7.2,-7.9,18.17,18.96,12.81,11.82,24.05,23.34,-1.57,-1.79,-55.75,-55.95,0.54,-0.63,-2.25,0.11,-0.0700073,-2.6499900000000003,45.6,56.1,44.6,40.8,-22.35,-22.75,0,0,0,1,1.0400083,1.0899900000000002
88.0,97.0,-3.09,0.970001,-2.6,-1.6,-15.45,-15.35,102547.0,102598.0,-30.85,-31.15,-5.04,-4.42,-3.6,-7.2,17.72,18.17,10.89,12.81,26.02,24.05,-0.87,-1.57,-55.35,-55.75,-0.59,0.54,-3.37,-2.25,0.329987,-0.0700073,61.5,45.6,47.5,44.6,-22.15,-22.35,0,0,0,1,-3.419987,1.0400083
107.0,88.0,-3.70001,-3.09,-3.1,-2.6,-15.85,-15.45,102645.0,102547.0,-31.15,-30.85,-4.91,-5.04,-0.4,-3.6,19.08,17.72,11.28,10.89,28.73,26.02,-1.99,-0.87,-55.75,-55.35,-1.01,-0.59,-2.14,-3.37,-1.82001,0.329987,66.4,61.5,48.7,47.5,-22.15,-22.15,0,0,0,1,-1.88,-3.419987
139.0,107.0,-5.17001,-3.70001,-1.08,-3.1,-16.45,-15.85,102702.0,102645.0,-31.95,-31.15,-1.18,-4.91,1.6,-0.4,22.23,19.08,12.06,11.28,29.14,28.73,-1.46,-1.99,-55.85,-55.75,-0.25,-1.01,-0.73,-2.14,-2.76001,-1.82001,80.0,66.4,47.7,48.7,-22.75,-22.15,0,0,0,1,-2.4100000000000006,-1.88
138.0,139.0,-6.67001,-5.17001,3.92,-1.08,-17.15,-16.45,102651.0,102702.0,-31.75,-31.95,3.66,-1.18,4.1,1.6,20.89,22.23,11.94,12.06,28.04,29.14,-0.43,-1.46,-53.95,-55.85,0.24,-0.25,1.22,-0.73,-3.10001,-2.76001,88.7,80.0,44.4,47.7,-23.35,-22.75,0,0,0,1,-3.5700000000000003,-2.4100000000000006
149.0,138.0,-7.0,-6.67001,4.02,3.92,-17.65,-17.15,102570.0,102651.0,-32.05,-31.75,1.51,3.66,2.6,4.1,22.42,20.89,14.16,11.94,28.79,28.04,-1.13,-0.43,-52.85,-53.95,-0.54,0.24,1.15,1.22,-3.48001,-3.10001,88.6,88.7,44.7,44.4,-23.75,-23.35,0,0,0,1,-3.51999,-3.5700000000000003
120.0,149.0,-6.37,-7.0,3.73,4.02,-18.25,-17.65,102582.0,102570.0,-31.95,-32.05,0.24,1.51,-0.7,2.6,22.65,22.42,13.49,14.16,30.55,28.79,-1.13,-1.13,-52.15,-52.85,-1.27,-0.54,0.93,1.15,-4.23001,-3.48001,93.7,88.6,46.9,44.7,-23.25,-23.75,0,0,0,1,-2.13999,-3.51999
183.0,120.0,-1.28,-6.37,2.35,3.73,-18.45,-18.25,102587.0,102582.0,-31.75,-31.95,0.3,0.24,-3.2,-0.7,25.42,22.65,16.12,13.49,31.2,30.55,-0.3,-1.13,-52.35,-52.15,-1.57,-1.27,-0.6,0.93,-2.32001,-4.23001,69.1,93.7,45.2,46.9,-23.15,-23.25,0,0,0,1,1.0400099999999999,-2.13999
202.0,183.0,0.8999940000000001,-1.28,-0.75,2.35,-18.25,-18.45,102460.0,102587.0,-31.75,-31.75,0.1,0.3,-3.8,-3.2,26.77,25.42,16.79,16.12,30.4,31.2,-0.82,-0.3,-52.65,-52.35,-0.27,-1.57,-3.17,-0.6,-0.29998800000000003,-2.32001,55.8,69.1,45.5,45.2,-22.55,-23.15,0,0,0,1,1.199982,1.0400099999999999
218.0,202.0,-2.48001,0.8999940000000001,-6.1,-0.75,-17.55,-18.25,102475.0,102460.0,-31.55,-31.75,-4.1,0.1,-3.2,-3.8,23.69,26.77,16.97,16.79,28.8,30.4,-0.12,-0.82,-53.65,-52.65,1.7,-0.27,-7.27,-3.17,-0.049987800000000006,-0.29998800000000003,67.9,55.8,47.5,45.5,-22.65,-22.55,0,0,0,1,-2.4300222000000002,1.199982
207.0,218.0,-4.14999,-2.48001,-7.96,-6.1,-16.95,-17.55,102652.0,102475.0,-31.55,-31.55,-5.68,-4.1,-4.3,-3.2,20.71,23.69,14.77,16.97,27.6,28.8,1.32,-0.12,-54.65,-53.65,0.42,1.7,-8.8,-7.27,-0.769989,-0.049987800000000006,75.1,67.9,50.7,47.5,-22.75,-22.65,0,0,0,1,-3.380001,-2.4300222000000002
204.0,207.0,-4.47,-4.14999,-7.09,-7.96,-16.65,-16.95,102869.0,102652.0,-32.05,-31.55,-5.11,-5.68,-2.2,-4.3,19.09,20.71,13.34,14.77,27.2,27.6,0.22,1.32,-54.95,-54.65,-2.5,0.42,-7.26,-8.8,-2.42001,-0.769989,51.5,75.1,51.6,50.7,-22.95,-22.75,0,0,0,1,-2.0499899999999998,-3.380001
30.0,204.0,-5.48001,-4.47,-6.68,-7.09,-16.85,-16.65,103012.0,102869.0,-32.35,-32.05,-5.54,-5.11,-2.9,-2.2,18.58,19.09,12.68,13.34,27.4,27.2,-0.01,0.22,-55.55,-54.95,-2.78,-2.5,-6.25,-7.26,-4.12,-2.42001,45.3,51.5,50.9,51.6,-23.45,-22.95,0,0,0,1,-1.36001,-2.0499899999999998
40.0,30.0,-6.85999,-5.48001,-4.88,-6.68,-16.55,-16.85,102983.0,103012.0,-31.75,-32.35,-6.14,-5.54,-1.5,-2.9,18.33,18.58,12.44,12.68,26.3,27.4,-0.36,-0.01,-55.55,-55.55,-2.97,-2.78,-3.63,-6.25,-5.98001,-4.12,38.3,45.3,49.9,50.9,-23.45,-23.45,0,0,0,1,-0.8799799999999998,-1.36001
33.0,40.0,-7.549989999999998,-6.85999,-3.11,-4.88,-16.15,-16.55,103052.0,102983.0,-31.35,-31.75,-5.46,-6.14,-0.4,-1.5,16.83,18.33,11.21,12.44,24.1,26.3,-0.77,-0.36,-55.05,-55.55,-3.13,-2.97,-2.32,-3.63,-7.35001,-5.98001,37.5,38.3,47.2,49.9,-23.05,-23.45,0,0,0,1,-0.19997999999999827,-0.8799799999999998
29.0,33.0,-2.34998,-7.549989999999998,0.14,-3.11,-15.65,-16.15,103004.0,103052.0,-31.45,-31.35,-1.84,-5.46,-0.4,-0.4,16.9,16.83,12.45,11.21,23.3,24.1,-1.43,-0.77,-54.85,-55.05,-2.79,-3.13,0.46,-2.32,-3.78,-7.35001,23.4,37.5,46.4,47.2,-22.75,-23.05,0,0,0,1,1.4300199999999998,-0.19997999999999827
42.0,29.0,0.25,-2.34998,0.54,0.14,-15.85,-15.65,102817.0,103004.0,-31.95,-31.45,0.61,-1.84,-0.4,-0.4,17.69,16.9,12.18,12.45,22.1,23.3,-0.65,-1.43,-53.55,-54.85,0.29,-2.79,1.33,0.46,-0.790009,-3.78,19.8,23.4,48.4,46.4,-22.95,-22.75,0,0,0,1,1.040009,1.4300199999999998
61.0,42.0,-2.92001,0.25,-0.48,0.54,-15.65,-15.85,102696.0,102817.0,-32.25,-31.95,1.69,0.61,-1.7,-0.4,16.74,17.69,11.41,12.18,22.6,22.1,-0.2,-0.65,-52.85,-53.55,1.58,0.29,0.01,1.33,-0.730011,-0.790009,28.6,19.8,50.1,48.4,-22.95,-22.95,0,0,0,1,-2.1899990000000003,1.040009
42.0,61.0,-5.29001,-2.92001,1.34,-0.48,-15.95,-15.65,102709.0,102696.0,-33.05,-32.25,1.62,1.69,-0.3,-1.7,15.85,16.74,10.93,11.41,23.1,22.6,0.05,-0.2,-52.85,-52.85,0.75,1.58,0.49,0.01,-1.20999,-0.730011,35.4,28.6,49.2,50.1,-23.75,-22.95,0,0,0,1,-4.080019999999999,-2.1899990000000003
73.0,42.0,-5.91,-5.29001,2.78,1.34,-16.25,-15.95,102635.0,102709.0,-33.55,-33.05,2.06,1.62,0.5,-0.3,14.97,15.85,11.73,10.93,24.7,23.1,-0.94,0.05,-53.05,-52.85,1.02,0.75,2.2,0.49,-2.26001,-1.20999,41.6,35.4,51.0,49.2,-24.25,-23.75,0,0,0,1,-3.6499900000000003,-4.080019999999999
125.0,73.0,-5.26999,-5.91,8.06,2.78,-16.45,-16.25,102444.0,102635.0,-35.65,-33.55,7.86,2.06,1.8,0.5,18.28,14.97,15.48,11.73,27.1,24.7,-1.41,-0.94,-51.95,-53.05,1.0,1.02,5.89,2.2,-3.78,-2.26001,54.5,41.6,52.4,51.0,-25.25,-24.25,0,0,0,1,-1.4899900000000001,-3.6499900000000003
145.0,125.0,-5.64001,-5.26999,9.24,8.06,-19.25,-16.45,102247.0,102444.0,-36.05,-35.65,9.73,7.86,-1.7,1.8,16.84,18.28,13.65,15.48,28.1,27.1,-2.24,-1.41,-50.75,-51.95,-0.94,1.0,0.2,5.89,-5.04001,-3.78,62.1,54.5,52.8,52.4,-27.65,-25.25,0,0,0,1,-0.6000000000000005,-1.4899900000000001
132.0,145.0,-5.81,-5.64001,2.31,9.24,-21.45,-19.25,102329.0,102247.0,-37.05,-36.05,1.67,9.73,-3.8,-1.7,9.58,16.84,8.93,13.65,20.9,28.1,0.9,-2.24,-49.45,-50.75,-2.31,-0.94,-4.2,0.2,-5.53,-5.04001,56.4,62.1,51.1,52.8,-30.65,-27.65,0,0,0,1,-0.27999999999999936,-0.6000000000000005
146.0,132.0,-1.98999,-5.81,-2.19,2.31,-23.15,-21.45,102469.0,102329.0,-38.05,-37.05,-3.97,1.67,-5.7,-3.8,9.15,9.58,7.72,8.93,20.2,20.9,6.75,0.9,-48.35,-49.45,-10.2,-2.31,-6.52,-4.2,-3.06,-5.53,20.5,56.4,49.0,51.1,-31.75,-30.65,0,0,0,1,1.0700100000000001,-0.27999999999999936
84.0,146.0,-1.87,-1.98999,-5.2,-2.19,-24.85,-23.15,102552.0,102469.0,-38.35,-38.05,-10.04,-3.97,-8.4,-5.7,13.26,9.15,7.29,7.72,23.6,20.2,5.5,6.75,-46.85,-48.35,-9.62,-10.2,-10.4,-6.52,-3.0,-3.06,15.7,20.5,49.0,49.0,-32.25,-31.75,0,0,0,1,1.13,1.0700100000000001
65.0,84.0,-5.20999,-1.87,-15.66,-5.2,-25.65,-24.85,102761.0,102552.0,-37.05,-38.35,-16.73,-10.04,-12.9,-8.4,14.51,13.26,7.21,7.29,25.1,23.6,4.69,5.5,-48.25,-46.85,-8.37,-9.62,-13.38,-10.4,-5.48999,-3.0,18.5,15.7,49.6,49.0,-31.95,-32.25,0,0,0,1,0.27999999999999936,1.13
41.0,65.0,-7.51001,-5.20999,-23.01,-15.66,-26.45,-25.65,103168.0,102761.0,-35.55,-37.05,-22.1,-16.73,-15.5,-12.9,15.98,14.51,7.28,7.21,26.2,25.1,2.54,4.69,-49.75,-48.25,-4.63,-8.37,-17.78,-13.38,-7.450010000000002,-5.48999,23.7,18.5,47.5,49.6,-32.35,-31.95,0,0,0,1,-0.05999999999999872,0.27999999999999936
17.0,41.0,-8.73001,-7.51001,-23.88,-23.01,-26.75,-26.45,103165.0,103168.0,-34.05,-35.55,-26.3,-22.1,-17.7,-15.5,15.09,15.98,7.73,7.28,23.3,26.2,2.34,2.54,-51.25,-49.75,-4.52,-4.63,-18.84,-17.78,-8.59,-7.450010000000002,25.1,23.7,45.1,47.5,-30.25,-32.35,0,0,0,1,-0.1400100000000002,-0.05999999999999872
18.0,17.0,-9.47,-8.73001,-25.49,-23.88,-24.05,-26.75,103120.0,103165.0,-32.45,-34.05,-30.06,-26.3,-17.8,-17.7,6.99,15.09,1.16,7.73,15.1,23.3,0.52,2.34,-53.75,-51.25,-3.41,-4.52,-14.53,-18.84,-8.989989999999997,-8.59,25.9,25.1,42.7,45.1,-27.05,-30.25,0,0,0,1,-0.4800100000000036,-0.1400100000000002
19.0,18.0,-10.79,-9.47,-21.57,-25.49,-21.15,-24.05,103110.0,103120.0,-32.15,-32.45,-24.4,-30.06,-18.8,-17.8,8.44,6.99,3.29,1.16,15.8,15.1,0.1,0.52,-55.15,-53.75,-2.18,-3.41,-13.16,-14.53,-9.70999,-8.989989999999997,28.1,25.9,41.7,42.7,-24.75,-27.05,0,0,0,1,-1.0800099999999997,-0.4800100000000036
30.0,19.0,-11.58,-10.79,-17.54,-21.57,-18.95,-21.15,103157.0,103110.0,-32.05,-32.15,-20.13,-24.4,-20.0,-18.8,11.9,8.44,7.13,3.29,16.73,15.8,0.51,0.1,-55.45,-55.15,-1.18,-2.18,-11.93,-13.16,-9.95999,-9.70999,29.9,28.1,38.9,41.7,-23.55,-24.75,0,0,0,1,-1.6200100000000006,-1.0800099999999997
28.0,30.0,-5.79001,-11.58,-14.09,-17.54,-17.55,-18.95,103146.0,103157.0,-31.15,-32.05,-19.71,-20.13,-18.1,-20.0,13.15,11.9,8.91,7.13,16.99,16.73,0.82,0.51,-55.45,-55.45,-0.25,-1.18,-9.44,-11.93,-7.070010000000001,-9.95999,18.5,29.9,38.4,38.9,-22.75,-23.55,0,0,0,1,1.2800000000000011,-1.6200100000000006
38.0,28.0,-2.67001,-5.79001,-11.65,-14.09,-16.25,-17.55,102809.0,103146.0,-29.85,-31.15,-16.75,-19.71,-13.7,-18.1,15.06,13.15,10.89,8.91,20.07,16.99,0.4,0.82,-56.15,-55.45,1.35,-0.25,-6.56,-9.44,-3.85999,-7.070010000000001,14.2,18.5,38.4,38.4,-21.05,-22.75,0,0,0,1,1.1899799999999998,1.2800000000000011
41.0,38.0,-4.84,-2.67001,-6.01,-11.65,-14.65,-16.25,102624.0,102809.0,-29.35,-29.85,-7.5,-16.75,-9.5,-13.7,17.68,15.06,11.73,10.89,22.79,20.07,0.61,0.4,-56.25,-56.15,2.58,1.35,-4.16,-6.56,-3.95001,-3.85999,16.9,14.2,38.0,38.4,-20.35,-21.05,0,0,0,1,-0.8899900000000001,1.1899799999999998
67.0,41.0,-6.82999,-4.84,-3.3,-6.01,-14.85,-14.65,102556.0,102624.0,-29.35,-29.35,-4.58,-7.5,-7.2,-9.5,21.22,17.68,14.4,11.73,25.91,22.79,1.65,0.61,-56.25,-56.25,1.94,2.58,-3.03,-4.16,-5.19,-3.95001,18.9,16.9,40.1,38.0,-20.25,-20.35,0,0,0,1,-1.6399899999999992,-0.8899900000000001
92.0,67.0,-7.89999,-6.82999,-2.15,-3.3,-16.35,-14.85,102460.0,102556.0,-29.45,-29.35,-2.3,-4.58,-5.4,-7.2,23.91,21.22,16.01,14.4,30.03,25.91,1.01,1.65,-56.45,-56.25,1.92,1.94,-3.84,-3.03,-5.63,-5.19,20.1,18.9,41.1,40.1,-20.85,-20.25,0,0,0,1,-2.26999,-1.6399899999999992
129.0,92.0,-8.51999,-7.89999,2.07,-2.15,-18.25,-16.35,102315.0,102460.0,-30.45,-29.45,2.55,-2.3,-3.4,-5.4,24.64,23.91,14.23,16.01,33.57,30.03,0.59,1.01,-55.25,-56.45,2.39,1.92,-1.51,-3.84,-6.91,-5.63,21.7,20.1,43.7,41.1,-22.35,-20.85,0,0,0,1,-1.6099899999999998,-2.26999
117.0,129.0,-9.34,-8.51999,-2.12,2.07,-20.45,-18.25,102319.0,102315.0,-31.95,-30.45,-1.7,2.55,-7.9,-3.4,22.56,24.64,14.98,14.23,32.23,33.57,-0.03,0.59,-54.85,-55.25,-2.04,2.39,-4.87,-1.51,-6.67001,-6.91,24.0,21.7,42.2,43.7,-25.55,-22.35,0,0,0,1,-2.6699899999999994,-1.6099899999999998
41.0,117.0,-7.26001,-9.34,-12.1,-2.12,-22.55,-20.45,102495.0,102319.0,-29.75,-31.95,-17.19,-1.7,-10.7,-7.9,20.75,22.56,11.86,14.98,30.69,32.23,2.01,-0.03,-56.45,-54.85,-3.86,-2.04,-12.62,-4.87,-6.39999,-6.67001,30.9,24.0,42.3,42.2,-26.15,-25.55,0,0,0,1,-0.8600200000000005,-2.6699899999999994
51.0,41.0,-2.87,-7.26001,-19.34,-12.1,-22.85,-22.55,102688.0,102495.0,-28.55,-29.75,-22.07,-17.19,-9.2,-10.7,22.64,20.75,13.58,11.86,29.04,30.69,5.84,2.01,-58.85,-56.45,-8.02,-3.86,-17.72,-12.62,-3.79999,-6.39999,21.8,30.9,40.5,42.3,-23.85,-26.15,0,0,0,1,0.9299900000000001,-0.8600200000000005
56.0,51.0,-1.09,-2.87,-23.62,-19.34,-22.55,-22.85,102648.0,102688.0,-28.35,-28.55,-22.9,-22.07,-9.1,-9.2,22.31,22.64,13.27,13.58,28.95,29.04,6.02,5.84,-59.35,-58.85,-8.7,-8.02,-19.7,-17.72,-2.26001,-3.79999,15.7,21.8,38.5,40.5,-22.55,-23.85,0,0,0,1,1.1700099999999998,0.9299900000000001
34.0,56.0,-3.57001,-1.09,-22.05,-23.62,-21.95,-22.55,102752.0,102648.0,-28.75,-28.35,-21.1,-22.9,-9.5,-9.1,19.28,22.31,11.48,13.27,25.36,28.95,3.72,6.02,-58.85,-59.35,-6.06,-8.7,-18.01,-19.7,-3.57999,-2.26001,19.6,15.7,36.2,38.5,-22.85,-22.55,0,0,0,1,0.0099800000000001,1.1700099999999998
30.0,34.0,-6.16,-3.57001,-18.9,-22.05,-21.15,-21.95,102942.0,102752.0,-29.85,-28.75,-17.0,-21.1,-10.4,-9.5,18.18,19.28,10.81,11.48,23.35,25.36,3.1,3.72,-58.15,-58.85,-4.91,-6.06,-16.62,-18.01,-5.89001,-3.57999,25.3,19.6,33.0,36.2,-23.05,-22.85,0,0,0,1,-0.26998999999999995,0.0099800000000001
